Source,Target,Weight
Yishun South,Defu Industrial Park,8
Bangkit,Serangoon North Ind Estate,4
Malcolm,Ridout,4
Tampines East,Tuas View,20
Mount Pleasant,National University of S'pore,4
Bedok Reservoir,Woodlands South,8
Tuas Promenade,Braddell,2
Bangkit,Somerset,21
Yio Chu Kang,Tampines North,19
Pasir Ris Drive,Yio Chu Kang North,4
Toh Tuck,Depot Road,6
Queensway,Hougang East,1
Lorong Halus,Macpherson,12
Paya Lebar West,Kallang Bahru,5
Teck Whye,Matilda,9
Marine Parade,Tuas View Extension,4
Chin Bee,Woodlands West,7
Senoko North,Taman Jurong,17
Turf Club,Sunset Way,2
Nassim,Plab,4
City Terminals,Punggol Field,14
Leonie Hill,Serangoon Garden,7
Tanglin Halt,Pasir Ris Central,4
Kampong Bugis,Townsville,3
Senoko South,Compassvale,10
Toh Tuck,City Hall,12
Anson,Senja,3
Tyersall,Flora Drive,3
Pasir Panjang 1,Sembawang Hills,1
Pasir Ris Park,One North,6
Kangkar,Sennett,7
Everton Park,Gombak,4
Sunset Way,Victoria,2
Boat Quay,Rivervale,12
Fajar,Katong,3
Bukit Batok East,Telok Blangah Way,1
Bras Basah,Kaki Bukit,16
Boon Keng,One Tree Hill,8
Tagore,Rochor Canal,2
Teban Gardens,Punggol Field,7
Pasir Ris West,Pasir Ris West,27
Anchorvale,Kent Ridge,11
Tampines North,Tukang,5
Jelebu,Samulun,7
Loyang West,Sentosa,2
Kampong Java,Joo Koon,8
Shipyard,Woodleigh,1
Benoi Sector,Marina Centre,2
Lower Seletar,Midview,10
Cecil,Kallang Bahru,13
One Tree Hill,Clementi Woods,4
Yew Tee,Tai Seng,18
Siglap,Hougang West,2
Defu Industrial Park,Kranji,8
Telok Blangah Rise,Keat Hong,5
Geylang East,Pioneer Sector,3
Ridout,Farrer Court,12
Yio Chu Kang,Pasir Ris West,5
Mackenzie,Mount Emily,1
Airport Road,Tuas View Extension,1
Goodwood Park,Hong Kah,5
Ang Mo Kio Town Centre,Guilin,10
Guilin,City Terminals,7
Northshore,Bedok North,7
Yishun West,Punggol Town Centre,9
Benoi Sector,Maritime Square,12
Bukit Batok East,Springleaf,1
Alexandra Hill,Pasir Ris Wafer Fab Park,3
Yio Chu Kang East,Port,8
Lorong Ah Soo,Samulun,3
Keat Hong,Dunearn,1
National University of S'pore,Marina South,6
Turf Club,Little India,2
Chatsworth,Port,10
Ang Mo Kio Town Centre,Penjuru Crescent,2
Hougang Central,Senoko North,4
Kampong Tiong Bahru,Tuas Promenade,6
Commonwealth,Newton Circus,2
Frankel,Clementi Woods,4
Oxley,Hong Kah North,1
Pulau Punggol Timor,Northland,10
Raffles Place,Tuas North,3
Kangkar,Senja,3
Clementi Central,Pioneer Sector,5
Kampong Tiong Bahru,Hillcrest,4
Bukit Batok West,Defu Industrial Park,7
Goodwood Park,Bukit Merah,2
Gul Basin,Jelebu,11
Selegie,Tampines West,4
Greenwood Park,Punggol Field,4
Faber,Shipyard,2
Hougang East,Tanjong Rhu,8
Clarke Quay,Ang Mo Kio Town Centre,18
Hong Kah North,West Coast,5
Upper Paya Lebar,Nature Reserve,2
Kent Ridge,Simei,12
Sunset Way,Bendemeer,1
Sembawang Hills,Central Subzone,2
Nee Soon,Yuhua West,8
Clementi Central,Hougang Central,6
North-Eastern Islands,Western Water Catchment,4
Woodleigh,Senoko West,6
Clementi Woods,Loyang East,1
Clifford Pier,Yunnan,1
Bayshore,Sennett,2
Central Water Catchment,Alexandra Hill,10
Teck Whye,Senoko West,13
Kallang Way,East Coast,4
Pasir Ris Wafer Fab Park,Joo Koon,3
Little India,Jurong Island and Bukom,3
Balestier,Loyang West,12
Samulun,Gombak,4
Fort Canning,Jurong River,6
Cairnhill,Gul Circle,2
Cheng San,West Coast,2
Jurong West Central,Nature Reserve,7
Holland Road,Rochor Canal,3
Sembawang East,Tampines East,4
Potong Pasir,Paya Lebar West,2
Greenwood Park,Singapore General Hospital,6
Serangoon North Ind Estate,Tanjong Pagar,4
Tanjong Rhu,Depot Road,3
Ridout,Choa Chu Kang Central,5
Punggol Town Centre,Yishun West,5
Tengah,Bencoolen,2
Crawford,Tuas North,2
Hillview,Seletar Hills,5
Khatib,Marina South,5
Lorong Ah Soo,Yew Tee,7
Bukit Merah,Reservoir View,3
Redhill,Maxwell,1
Shangri-La,Faber,1
Henderson Hill,Plab,1
Rochor Canal,Farrer Park,3
Rochor Canal,Newton Circus,3
Mandai West,Simei,1
Malcolm,Anchorvale,5
Peng Siang,Jurong Port,4
Nee Soon,Henderson Hill,3
Springleaf,Changi West,3
Boat Quay,Tanglin Halt,2
Yio Chu Kang North,Pasir Panjang 1,2
Moulmein,Lorong Halus,4
Jurong Port,Gul Circle,6
Sembawang North,Sembawang East,3
Lorong Chuan,Cecil,5
Sembawang Springs,Bencoolen,2
Dairy Farm,Defu Industrial Park,3
Yio Chu Kang West,Tuas View Extension,3
Penjuru Crescent,Bukit Merah,5
Chin Bee,Queensway,4
Lorong Halus,Dover,2
Tanjong Rhu,Bangkit,4
Kangkar,Pang Sua,3
Tengah,Boon Teck,1
Defu Industrial Park,Chatsworth,3
Serangoon North,Clementi Woods,1
Monk's Hill,Compassvale,3
Chinatown,Plab,2
Admiralty,Maritime Square,7
Pasir Ris Central,Penjuru Crescent,1
Bendemeer,Straits View,1
Teck Whye,Ulu Pandan,3
Tampines North,Lorong 8 Toa Payoh,5
Dhoby Ghaut,Sembawang Hills,3
Turf Club,Tuas Bay,1
Swiss Club,Safti,2
Wenya,Pasir Ris Central,1
Plab,Jurong Island and Bukom,1
Woodleigh,Reservoir View,2
Boulevard,Monk's Hill,2
Tagore,Mandai Estate,2
Bukit Merah,Ulu Pandan,4
Mackenzie,West Coast,2
Nature Reserve,Defu Industrial Park,1
Boon Teck,Port,2
Gul Basin,Pasir Ris Drive,1
Pasir Ris Park,Keat Hong,1
Tuas North,Paya Lebar East,1
Keat Hong,Farrer Court,2
Changi Point,Clementi North,1
Woodleigh,Ulu Pandan,1
Lakeside,Lorong Halus,1
Telok Blangah Way,Loyang West,1
Singapore Polytechnic,Northshore,1
Pandan,Jurong River,88
Joo Seng,Taman Jurong,33
Straits View,Holland Drive,2
Lavender,Moulmein,118
Pandan,Gul Basin,13
Woodlands East,Serangoon North,33
Potong Pasir,Leonie Hill,7
Toh Guan,Marina Centre,16
Boulevard,Marine Parade,70
Choa Chu Kang North,Anak Bukit,67
The Wharves,City Hall,13
Pasir Ris Drive,Singapore General Hospital,48
Chin Bee,Yio Chu Kang West,5
Jurong West Central,City Hall,113
Lavender,Macpherson,89
Yio Chu Kang,Serangoon Garden,60
Sembawang North,Tiong Bahru Station,7
Goodwood Park,Kebun Bahru,1
Bedok Reservoir,Pasir Ris Drive,51
Cheng San,Northland,40
Woodgrove,Kovan,10
Ang Mo Kio Town Centre,Henderson Hill,4
Alexandra Hill,Kian Teck,30
Bendemeer,Hillview,17
Punggol Field,Marina Centre,54
Istana Negara,Jurong River,2
Liu Fang,Samulun,120
Liu Fang,Yew Tee,18
Newton Circus,Admiralty,2
Changi Airport,Rivervale,231
Frankel,Potong Pasir,17
Bugis,Sunset Way,3
Benoi Sector,Hougang East,3
Fajar,Balestier,29
Chong Boon,Serangoon North Ind Estate,38
Nassim,Kallang Bahru,34
Pasir Ris Central,Sungei Road,2
Ang Mo Kio Town Centre,Boon Lay Place,7
Trafalgar,Serangoon Garden,140
Farrer Park,Kallang Way,57
Kembangan,Safti,4
Dunearn,Gul Circle,3
Yishun West,Matilda,54
Keat Hong,Bugis,34
Tuas View,Yunnan,103
Lim Chu Kang,Jurong Port,4
Tampines West,Bendemeer,78
Xilin,Maritime Square,34
Boulevard,Yio Chu Kang West,68
Taman Jurong,Jurong Gateway,206
Reservoir View,Geylang Bahru,7
Jurong Island and Bukom,Shipyard,51
Jurong Gateway,Lorong 8 Toa Payoh,11
Bayfront Subzone,Ang Mo Kio Town Centre,12
Senoko South,Nee Soon,39
Punggol Field,Maritime Square,58
Macpherson,Bukit Batok West,7
Port,Clementi Central,56
Henderson Hill,Kallang Bahru,17
Kent Ridge,Woodlands East,21
Keat Hong,Chin Bee,20
Kallang Bahru,Balestier,197
Gul Circle,Lorong Ah Soo,8
Kaki Bukit,Clarke Quay,22
Cecil,Bukit Batok South,14
Margaret Drive,Toa Payoh Central,24
Bishan East,Dhoby Ghaut,66
Paya Lebar North,Kampong Ubi,28
Tampines West,Yuhua West,47
Yishun West,Senoko West,90
Yunnan,Braddell,7
Cairnhill,Sengkang Town Centre,19
Kallang Bahru,Pasir Ris Wafer Fab Park,8
Tuas Bay,Tukang,18
Raffles Place,Alexandra Hill,76
Bukit Merah,Yishun West,22
Tampines East,Keat Hong,16
Tuas Promenade,Gul Basin,28
Singapore General Hospital,Dairy Farm,9
Upper Thomson,Senja,17
Crawford,Alexandra Hill,29
Potong Pasir,Dairy Farm,12
Jurong West Central,Bangkit,35
Potong Pasir,Sengkang Town Centre,37
Bendemeer,Telok Blangah Drive,40
Dhoby Ghaut,Punggol Field,35
Turf Club,Woodlands South,6
Tampines West,Victoria,53
Victoria,Rivervale,35
Serangoon Central,Lorong Chuan,39
Simei,Tuas Promenade,17
Maritime Square,Tampines West,70
Tuas Promenade,Jurong River,46
Boon Lay Place,Northland,15
Western Water Catchment,Keat Hong,124
Paya Lebar North,Yunnan,3
City Terminals,Pasir Panjang 1,56
Sembawang Central,Serangoon Garden,32
Sembawang Springs,Bugis,5
Kampong Java,Peng Siang,15
Ang Mo Kio Town Centre,Victoria,13
Woodlands West,Everton Park,9
Everton Park,Trafalgar,19
Pasir Ris Central,Boon Lay Place,12
Gul Basin,Tuas North,23
Woodgrove,Yew Tee,66
Brickworks,Taman Jurong,5
Woodleigh,Turf Club,2
Bendemeer,Bukit Ho Swee,27
Tai Seng,Phillip,7
Ghim Moh,Faber,12
Guilin,Telok Blangah Way,2
Midview,Tampines West,17
Kallang Bahru,Anson,10
Bedok North,Leedon Park,13
Mandai East,City Hall,19
Dover,Chatsworth,26
Yew Tee,Sembawang Central,52
Kangkar,Woodleigh,6
Pang Sua,Hillcrest,3
Toa Payoh Central,Mountbatten,19
Mei Chin,Toh Tuck,11
Bukit Batok West,Faber,12
Holland Drive,Yunnan,13
Serangoon Garden,Serangoon North Ind Estate,57
Woodleigh,Yishun West,5
Yio Chu Kang East,Tampines West,40
Singapore Polytechnic,Kampong Ubi,17
Holland Drive,Kampong Ubi,21
Goodwood Park,Kampong Java,21
Khatib,Somerset,54
Joo Koon,Serangoon North Ind Estate,1
Sentosa,Kampong Glam,5
Tuas North,Anchorvale,10
Dover,Kampong Java,18
Tuas View Extension,Hougang West,5
Hong Kah,Pearl's Hill,15
Upper Thomson,Pang Sua,11
Woodlands East,Nassim,38
Lower Seletar,Kian Teck,9
Little India,Sembawang Central,15
Crawford,Upper Paya Lebar,22
Tuas View Extension,Lakeside,16
Tengeh,Crawford,8
Yuhua East,Western Water Catchment,45
Bukit Ho Swee,Marina South,6
Depot Road,Marina East,1
Sembawang Central,Orange Grove,6
Tagore,Defu Industrial Park,6
One North,Braddell,20
Geylang Bahru,Greenwood Park,2
Benoi Sector,Tuas Promenade,58
Bendemeer,Shangri-La,26
Kovan,Tampines North,8
Bayfront Subzone,Bishan East,36
Boat Quay,Fort Canning,17
Pasir Ris Park,Bedok Reservoir,10
Mei Chin,Senoko North,4
Pasir Ris West,Serangoon Garden,13
China Square,Choa Chu Kang North,8
Chin Bee,Marine Parade,7
Serangoon Garden,Clementi Central,10
Kovan,Pasir Ris West,15
Jurong West Central,Geylang East,81
Joo Seng,Tanjong Pagar,14
Nee Soon,Mandai Estate,8
Moulmein,Yishun South,27
Bendemeer,Clementi West,5
Clementi North,Yew Tee,32
Fernvale,Potong Pasir,31
Senoko South,Bras Basah,13
Kebun Bahru,Faber,6
Tukang,Pang Sua,2
Lavender,Dover,49
Pasir Ris Park,Teck Whye,2
Toa Payoh West,Townsville,18
Simei,Hillcrest,12
Sembawang Springs,Chin Bee,4
Redhill,Mei Chin,28
Toa Payoh West,Leedon Park,10
Pearl's Hill,Tanglin Halt,15
Mackenzie,Northland,22
Marina East,Western Water Catchment,3
Leedon Park,Geylang East,18
Ridout,Bugis,4
Jurong West Central,Depot Road,18
Clementi Central,Yuhua East,27
Mount Pleasant,Siglap,2
Moulmein,Mount Pleasant,36
Chinatown,Kallang Bahru,26
Sengkang Town Centre,Bukit Merah,18
Yishun East,Holland Drive,7
Simei,Hougang East,15
National University of S'pore,Somerset,26
Dover,Choa Chu Kang North,13
Tampines North,Kallang Way,17
Bedok North,Townsville,21
Institution Hill,Woodgrove,10
Sengkang Town Centre,Hong Kah,10
Marina South,Cecil,12
Bendemeer,Fajar,15
Yishun West,Reservoir View,25
Geylang East,Yuhua East,16
Kallang Bahru,Yishun Central,7
Bedok Reservoir,Jelebu,1
Mandai East,Geylang East,15
Samulun,Trafalgar,1
Telok Blangah Drive,Kranji,6
Bugis,Marina East,3
Joo Koon,Clementi Central,27
Jurong Port,Telok Blangah Rise,2
Bayfront Subzone,Pei Chun,12
Toh Guan,Maritime Square,32
Saujana,Hougang West,5
Serangoon North,Potong Pasir,7
Boon Keng,Holland Road,11
Lim Chu Kang,Rivervale,5
Pasir Ris West,Upper Paya Lebar,17
Peng Siang,Nassim,21
Nee Soon,Upper Thomson,27
Fajar,Yishun Central,3
China Square,Kampong Java,14
Xilin,Marina Centre,48
China Square,Chatsworth,19
Central Subzone,Phillip,10
Sengkang West,City Terminals,3
Hong Kah North,Northland,22
Newton Circus,Mei Chin,5
Tuas View,Kampong Ubi,16
Yuhua West,Phillip,5
Ghim Moh,Greenwood Park,2
Clementi Woods,Aljunied,14
Teck Whye,Yishun West,32
Kallang Way,Liu Fang,7
Woodgrove,Samulun,17
Defu Industrial Park,Toh Tuck,3
Clementi Woods,Farrer Park,7
One Tree Hill,China Square,3
Yio Chu Kang West,Lorong 8 Toa Payoh,12
Hillcrest,Sunset Way,8
Tukang,Senja,2
Holland Drive,Swiss Club,22
Chong Boon,Clementi Central,5
Mandai East,Bangkit,3
Mountbatten,Potong Pasir,15
Fajar,Midview,7
The Wharves,Geylang East,4
The Wharves,Bangkit,5
Guilin,Springleaf,3
Goodwood Park,Chatsworth,7
Rivervale,Marina South,11
Rochor Canal,Tiong Bahru Station,5
Cairnhill,Dairy Farm,7
Pulau Punggol Timor,Lim Chu Kang,5
Ridout,Chin Bee,1
Kampong Tiong Bahru,Woodlands Regional Centre,6
Upper Paya Lebar,City Hall,13
Pei Chun,Cheng San,9
Clarke Quay,Boon Teck,3
Yishun Central,Cecil,6
Punggol Town Centre,Aljunied,13
Queensway,Yio Chu Kang West,3
Little India,Western Water Catchment,9
Pang Sua,Tuas Promenade,10
Gali Batu,Changi Bay,1
Serangoon North,Toh Guan,5
Senoko South,Boon Keng,13
West Coast,Aljunied,9
Peng Siang,Fort Canning,8
Dover,Kranji,5
Penjuru Crescent,Kranji,3
Fajar,Margaret Drive,9
Tiong Bahru,Pasir Panjang 2,3
Senoko West,Dairy Farm,5
Fernvale,Toh Guan,11
Pearl's Hill,Changi Bay,1
Boon Keng,Bedok South,33
Pulau Punggol Timor,Cheng San,4
Fajar,Central Water Catchment,34
Frankel,Toh Guan,6
Penjuru Crescent,Chatsworth,4
West Coast,Raffles Place,14
Telok Blangah Rise,Teck Whye,3
Istana Negara,Gul Basin,1
Gali Batu,Tanglin Halt,11
Tampines West,Marina East (MP),3
Pasir Panjang 1,Punggol Field,6
Lower Seletar,Pioneer Sector,3
Anak Bukit,Lim Chu Kang,6
Bencoolen,Faber,2
Kallang Bahru,Malcolm,2
Dunearn,Pulau Punggol Timor,2
Jurong Gateway,Tukang,19
Plab,Sembawang Central,4
Trafalgar,Orange Grove,10
Boon Keng,Sembawang East,1
Malcolm,Katong,2
Fort Canning,International Business Park,2
Alexandra North,Faber,2
Clementi North,Kovan,5
Yishun West,Ulu Pandan,6
Teck Whye,Turf Club,8
Bukit Batok Central,Goodwood Park,6
Toa Payoh Central,Pasir Panjang 1,18
Dover,Kebun Bahru,4
Faber,Gali Batu,2
Tagore,Sennett,1
Jurong Island and Bukom,Lorong Chuan,2
Yio Chu Kang West,Tukang,1
Shipyard,Sentosa,5
Tampines West,Henderson Hill,9
Anak Bukit,Cheng San,19
Goodwood Park,Kranji,3
Faber,Changi Airport,6
Pei Chun,Lim Chu Kang,2
Mei Chin,Pandan,4
Hillcrest,Tuas Bay,2
Sennett,Taman Jurong,2
Clarke Quay,Choa Chu Kang Central,3
Toh Guan,Alexandra North,2
Penjuru Crescent,Choa Chu Kang North,9
Serangoon North Ind Estate,Little India,5
Farrer Court,Cecil,2
Yio Chu Kang North,Pasir Panjang 2,5
Lorong Halus,Pasir Ris Drive,10
Dover,Dunearn,8
Admiralty,Tuas Promenade,4
Lakeside,Yishun South,4
Pang Sua,Hougang East,2
Queensway,Marine Parade,2
Penjuru Crescent,Kampong Java,4
Farrer Park,Tanglin,4
Lorong Chuan,Kangkar,5
Faber,Lorong Ah Soo,2
Wenya,Kampong Bugis,2
Geylang East,Plab,10
China Square,Kebun Bahru,10
Plab,Western Water Catchment,5
Mountbatten,Toh Guan,2
Paya Lebar East,Serangoon Garden,12
Kranji,Teban Gardens,4
Pasir Panjang 2,Joo Seng,6
Marina East,Sembawang Central,2
Clarke Quay,Farrer Court,3
Clarke Quay,Bencoolen,8
Seletar Aerospace Park,Kampong Glam,1
Upper Paya Lebar,Depot Road,3
Clementi North,Samulun,4
Nature Reserve,Faber,4
Cairnhill,Leonie Hill,3
Mount Pleasant,City Terminals,3
International Business Park,Marina South,1
Tuas Bay,Lorong 8 Toa Payoh,4
Toh Tuck,Oxley,2
Anson,Pasir Ris Central,2
Somerset,Jurong River,7
Marina Centre,Faber,6
Mandai Estate,Sembawang Springs,1
Sengkang West,Bedok Reservoir,2
Northland,Ghim Moh,4
Lorong 8 Toa Payoh,One North,6
Jurong Island and Bukom,Cairnhill,3
Jelebu,Shangri-La,3
East Coast,Teban Gardens,1
Serangoon North Ind Estate,Tuas Bay,1
Straits View,Commonwealth,2
Siglap,Jurong Island and Bukom,3
Orange Grove,Clementi North,4
Redhill,Admiralty,1
China Square,Dunearn,3
Leonie Hill,Bukit Merah,3
Pasir Panjang 1,Wenya,3
Clementi West,Marina South,3
Singapore Polytechnic,Bukit Batok East,4
Woodlands Regional Centre,Tukang,5
Kebun Bahru,Greenwood Park,1
Airport Road,Lorong 8 Toa Payoh,1
Lorong Chuan,Clifford Pier,1
Leedon Park,Bangkit,2
Margaret Drive,Pulau Punggol Timor,2
Peng Siang,Serangoon North,3
Sunset Way,Upper Thomson,1
Tanjong Rhu,Oxley,4
Potong Pasir,Telok Blangah Rise,2
Gombak,Lorong Chuan,3
Tuas View,Swiss Club,5
Alexandra North,Greenwood Park,1
Serangoon Central,Shipyard,1
Maxwell,Alexandra Hill,4
Clarke Quay,Yio Chu Kang East,4
Tuas View Extension,Xilin,1
Serangoon North Ind Estate,Tengeh,4
Katong,Jurong Island and Bukom,1
Boat Quay,Gombak,1
Tuas View,Brickworks,1
China Square,Kranji,3
Faber,Mackenzie,4
Clementi Central,People's Park,4
Jurong Port,Sengkang Town Centre,3
Selegie,Marina Centre,1
Gul Circle,Mackenzie,2
Margaret Drive,Paya Lebar West,1
Tengeh,Maxwell,3
Telok Blangah Rise,Peng Siang,3
Geylang East,People's Park,1
Kim Keat,Nature Reserve,1
Kembangan,Kent Ridge,2
Cairnhill,Telok Blangah Rise,5
Yishun Central,Seletar Hills,2
Tanglin Halt,Kampong Bugis,2
Mandai East,Depot Road,1
Greenwood Park,Pasir Panjang 1,1
Flora Drive,Pang Sua,1
Seletar Hills,Lorong Halus North,1
Bencoolen,Greenwood Park,1
Hougang Central,Yio Chu Kang North,2
Punggol Town Centre,Newton Circus,2
Oxley,Lorong 8 Toa Payoh,1
Mount Emily,Western Water Catchment,2
Punggol Field,Alexandra North,1
Hougang West,Nature Reserve,3
Penjuru Crescent,Dunearn,1
Sunset Way,Mandai Estate,1
Institution Hill,Robertson Quay,3
Paya Lebar North,Swiss Club,1
Tukang,Sennett,1
Bidadari,Keat Hong,1
Springleaf,Katong,1
Tampines North,Tanglin,1
Pioneer Sector,Straits View,2
Anson,Woodleigh,1
Liu Fang,Kovan,1
Pasir Ris Wafer Fab Park,Peng Siang,1
Tuas North,Ridout,1
Braddell,Straits View,1
Depot Road,Tuas Bay,1
Senoko South,Coronation Road,10
Boulevard,Macpherson,47
Geylang East,Kallang Bahru,171
Boat Quay,Trafalgar,25
Yio Chu Kang West,Joo Seng,21
Pang Sua,Woodlands Regional Centre,32
Henderson Hill,Frankel,14
Tiong Bahru,Simei,15
Western Water Catchment,Peng Siang,236
Lim Chu Kang,Nassim,7
Boulevard,Moulmein,102
Woodlands East,Tampines East,137
Boon Teck,Maritime Square,11
Rivervale,Somerset,30
Tanglin,Jurong River,2
Woodleigh,Newton Circus,6
Admiralty,Woodlands Regional Centre,22
Faber,Holland Road,12
Woodleigh,Farrer Park,27
Tuas View Extension,Jurong Island and Bukom,689
Pasir Ris Central,Bedok North,180
Leonie Hill,Kranji,9
Central Subzone,Bukit Batok Central,6
Yuhua West,Serangoon Central,15
Yunnan,Jurong River,57
Jurong River,Jurong West Central,112
Chatsworth,Maritime Square,38
Toh Tuck,Guilin,20
Bayfront Subzone,Bencoolen,26
Kovan,Serangoon Garden,142
Yio Chu Kang East,Marina Centre,20
Changi Airport,Serangoon North,23
Victoria,Nassim,27
Serangoon Central,Changi Airport,67
Tampines East,Peng Siang,20
Serangoon Central,Lorong Ah Soo,161
Bendemeer,Chinatown,39
Kampong Bugis,Marina Centre,18
Sengkang Town Centre,Kampong Java,29
Xilin,Tuas Promenade,11
Cecil,Tyersall,10
One North,Jurong River,18
Compassvale,Phillip,10
Anson,Waterway East,4
Yishun West,Yishun West,58
Hougang Central,Singapore General Hospital,57
North Coast,Everton Park,33
Tai Seng,Serangoon Central,145
Gul Basin,Jurong West Central,181
Chinatown,Frankel,29
Alexandra Hill,Tiong Bahru,32
Hillcrest,Kim Keat,1
Aljunied,Pasir Ris Central,127
Kallang Bahru,Pioneer Sector,1
Punggol Field,Marymount,21
Toh Tuck,Penjuru Crescent,16
Woodlands Regional Centre,Kallang Way,33
Jurong River,Port,45
Redhill,Boat Quay,11
Leonie Hill,Chatsworth,13
Jurong Gateway,Joo Seng,14
Lorong Ah Soo,Serangoon North,59
Benoi Sector,Woodlands Regional Centre,14
Braddell,Telok Blangah Drive,7
Commonwealth,Toa Payoh Central,16
City Hall,Clarke Quay,14
Potong Pasir,Clementi North,11
Margaret Drive,Nature Reserve,5
Lavender,Pasir Ris Drive,57
Yio Chu Kang,Hong Kah,18
Leonie Hill,Dunearn,3
Maritime Square,Marina Centre,92
Kangkar,Waterway East,39
Defu Industrial Park,Jurong Gateway,3
Bukit Merah,Aljunied,43
Tampines West,Upper Thomson,50
Woodlands South,Marymount,16
Bukit Ho Swee,Somerset,39
Upper Thomson,Pasir Ris Central,17
Boulevard,Woodlands South,43
Midview,Marina Centre,17
Raffles Place,Tampines West,131
Katong,Sembawang Central,6
Taman Jurong,Singapore General Hospital,51
Mackenzie,Lim Chu Kang,2
International Business Park,Somerset,11
Kaki Bukit,Dhoby Ghaut,33
Bukit Batok South,Bendemeer,24
Kim Keat,Geylang East,17
Senoko West,Clementi North,16
Xilin,Hougang East,28
Jelebu,Nassim,25
Lorong Chuan,Compassvale,12
Tuas View Extension,Tai Seng,3
Chatsworth,Marina Centre,28
Sembawang Central,Bukit Merah,10
Bedok South,Gul Circle,9
Ang Mo Kio Town Centre,Upper Thomson,81
Yew Tee,Keat Hong,66
Yuhua East,Joo Koon,26
Tuas Promenade,International Business Park,18
Queensway,Dover,15
Pandan,International Business Park,23
Toa Payoh Central,Pasir Panjang 2,11
Pasir Ris Drive,Central Subzone,31
Lavender,Jelebu,34
Northland,Braddell,23
Gul Basin,Port,9
Gul Circle,Bedok South,5
Hougang West,Geylang East,75
Yishun East,Tanglin,9
Ang Mo Kio Town Centre,Rochor Canal,6
Chatsworth,Alexandra North,24
Serangoon Central,Gali Batu,5
Boulevard,Dover,23
Woodleigh,Aljunied,42
Mei Chin,Jurong Gateway,45
Sentosa,Balestier,39
Simei,Woodlands Regional Centre,31
Teck Whye,Aljunied,35
Yuhua West,Bukit Batok Central,80
Gali Batu,Gombak,5
Telok Blangah Drive,Toh Tuck,24
Fajar,Pioneer Sector,10
Lorong Chuan,Liu Fang,3
Fernvale,Tuas View Extension,4
Xilin,Hillcrest,7
Sembawang North,Gul Circle,10
Yio Chu Kang North,North Coast,29
Wenya,Boulevard,7
Bedok South,Pulau Punggol Timor,13
Fort Canning,Kaki Bukit,36
Coronation Road,Marymount,18
Chinatown,Fernvale,26
Bayshore,Marina South,11
Central Subzone,Serangoon Central,90
Balestier,Bayshore,19
Crawford,Hong Kah,9
Serangoon North,Tuas View Extension,2
Telok Blangah Drive,Senoko North,7
Sentosa,Anson,15
Bayfront Subzone,Boon Teck,10
Yishun East,Kallang Way,41
Balestier,East Coast,13
Changi Airport,Fort Canning,31
Tiong Bahru,North Coast,17
Commonwealth,Gul Circle,3
Reservoir View,Taman Jurong,12
Kallang Way,Airport Road,2
Senoko South,Cairnhill,16
Bedok South,Toa Payoh Central,37
Choa Chu Kang Central,Ghim Moh,21
Henderson Hill,Bukit Batok South,12
Jurong Gateway,Tengah,4
Punggol Field,Hougang East,46
Mountbatten,Tuas View Extension,5
Teck Whye,Farrer Park,15
Cecil,Holland Drive,14
Jurong Island and Bukom,Gali Batu,12
Simei,Sembawang Hills,3
Somerset,Tanglin Halt,7
Jurong River,Townsville,3
Tanglin Halt,Boulevard,24
Chin Bee,Dover,9
Frankel,Tuas View Extension,3
Boon Lay Place,Saujana,22
Victoria,Fort Canning,37
Lorong Halus,Redhill,2
Senoko South,Shipyard,6
Singapore General Hospital,Clementi North,60
Newton Circus,Boat Quay,3
Kampong Bugis,Maritime Square,16
Airport Road,Joo Seng,2
Anson,Sentosa,10
Everton Park,Khatib,4
Lorong Ah Soo,Nassim,14
Pulau Punggol Barat,Jurong West Central,1
Kim Keat,Bangkit,3
Woodlands East,Flora Drive,7
Marine Parade,Joo Seng,47
Pioneer Sector,Telok Blangah Drive,12
Anchorvale,Kovan,33
Bangkit,Phillip,3
Ulu Pandan,Serangoon North Ind Estate,3
Joo Seng,Sunset Way,4
Pasir Ris Park,Pasir Ris Park,5
Gombak,Lorong Ah Soo,2
Ulu Pandan,Clementi Central,80
Wenya,Woodgrove,11
Bukit Ho Swee,Serangoon North Ind Estate,5
Nassim,Bukit Batok South,25
Pasir Ris West,Bukit Merah,4
Woodlands West,Lakeside,9
Changi Airport,Nassim,39
Pasir Ris Wafer Fab Park,Sengkang West,1
Pasir Ris West,Hong Kah,4
Saujana,Jurong Island and Bukom,10
Waterway East,Ghim Moh,4
City Terminals,Pasir Panjang 2,22
Victoria,Serangoon North,7
Mandai West,Choa Chu Kang North,2
Kent Ridge,Bencoolen,4
Saujana,Saujana,9
Yishun West,Turf Club,27
Kranji,Kent Ridge,7
Braddell,Hillview,6
Pasir Ris Drive,Mountbatten,17
Leedon Park,Oxley,4
Samulun,Khatib,7
Jurong Island and Bukom,Mackenzie,7
Chinatown,Hong Kah North,6
Anak Bukit,Tuas View,7
Moulmein,Tanjong Rhu,22
Springleaf,Midview,3
Chin Bee,Woodlands South,3
Clarke Quay,Chin Bee,4
Bayfront Subzone,Yio Chu Kang East,4
Henderson Hill,Fernvale,6
Boon Lay Place,Cheng San,5
Boon Lay Place,Tai Seng,6
Teban Gardens,Tampines North,4
Tanglin Halt,Kampong Tiong Bahru,8
Hougang West,Bangkit,5
Little India,Joo Koon,7
